,Title_of_the_Review,Review_of_the_movie,clean_txt,tokens,text_stem,text_lem
822,Super Amazing Movie,I enjoyed every bit of this movie. The story was original the acting was super good it had some emotional and funny moments. It's just a super fun movie to watch. By the way i adored the dragons.,i enjoyed every bit movie the story original acting super good emotional funny moments its super fun movie watch by way adored dragons,"['i', 'enjoyed', 'every', 'bit', 'movie', 'the', 'story', 'original', 'acting', 'super', 'good', 'emotional', 'funny', 'moments', 'its', 'super', 'fun', 'movie', 'watch', 'by', 'way', 'adored', 'dragons']","['i', 'enjoy', 'everi', 'bit', 'movi', 'the', 'stori', 'origin', 'act', 'super', 'good', 'emot', 'funni', 'moment', 'it', 'super', 'fun', 'movi', 'watch', 'by', 'way', 'ador', 'dragon']","['i', 'enjoyed', 'every', 'bit', 'movie', 'the', 'story', 'original', 'acting', 'super', 'good', 'emotional', 'funny', 'moment', 'it', 'super', 'fun', 'movie', 'watch', 'by', 'way', 'adored', 'dragon']"
823,Not worthy,"Not particularly impressed with the latest Marvel offering as it was bereft of any immersive storyline. Trevor was an unnecessary inclusion and, along with Wong, felt like they were simply there as a reminder of the good old days, or 'have some familiarity while you bear with us until we get things back on track'.

The worst part however was the latest reminder of the Hollywood insistence that movies require a comic relief. Katy is a terribly written character, who tags along with nothing to offer and is actively encouraged to do so. She is portrayed by an unconvincing actress who would be better suited to lightweight teen comedies where constant OMG! Facial expressions are warranted.

I have serious doubts for the longevity of the studio now that the ""big guns"" have all but been phased out.",not particularly impressed latest marvel offering bereft immersive storyline trevor unnecessary inclusion along wong felt like simply reminder good old days familiarity bear us get things back trackthe worst part however latest reminder hollywood insistence movies require comic relief katy terribly written character tags along nothing offer actively encouraged she portrayed unconvincing actress would better suited lightweight teen comedies constant omg facial expressions warrantedi serious doubts longevity studio big guns phased,"['not', 'particularly', 'impressed', 'latest', 'marvel', 'offering', 'bereft', 'immersive', 'storyline', 'trevor', 'unnecessary', 'inclusion', 'along', 'wong', 'felt', 'like', 'simply', 'reminder', 'good', 'old', 'days', 'familiarity', 'bear', 'us', 'get', 'things', 'back', 'trackthe', 'worst', 'part', 'however', 'latest', 'reminder', 'hollywood', 'insistence', 'movies', 'require', 'comic', 'relief', 'katy', 'terribly', 'written', 'character', 'tags', 'along', 'nothing', 'offer', 'actively', 'encouraged', 'she', 'portrayed', 'unconvincing', 'actress', 'would', 'better', 'suited', 'lightweight', 'teen', 'comedies', 'constant', 'omg', 'facial', 'expressions', 'warrantedi', 'serious', 'doubts', 'longevity', 'studio', 'big', 'guns', 'phased']","['not', 'particular', 'impress', 'latest', 'marvel', 'offer', 'bereft', 'immers', 'storylin', 'trevor', 'unnecessari', 'inclus', 'along', 'wong', 'felt', 'like', 'simpli', 'remind', 'good', 'old', 'day', 'familiar', 'bear', 'us', 'get', 'thing', 'back', 'trackth', 'worst', 'part', 'howev', 'latest', 'remind', 'hollywood', 'insist', 'movi', 'requir', 'comic', 'relief', 'kati', 'terribl', 'written', 'charact', 'tag', 'along', 'noth', 'offer', 'activ', 'encourag', 'she', 'portray', 'unconvinc', 'actress', 'would', 'better', 'suit', 'lightweight', 'teen', 'comedi', 'constant', 'omg', 'facial', 'express', 'warrantedi', 'serious', 'doubt', 'longev', 'studio', 'big', 'gun', 'phase']","['not', 'particularly', 'impressed', 'latest', 'marvel', 'offering', 'bereft', 'immersive', 'storyline', 'trevor', 'unnecessary', 'inclusion', 'along', 'wong', 'felt', 'like', 'simply', 'reminder', 'good', 'old', 'day', 'familiarity', 'bear', 'u', 'get', 'thing', 'back', 'trackthe', 'worst', 'part', 'however', 'latest', 'reminder', 'hollywood', 'insistence', 'movie', 'require', 'comic', 'relief', 'katy', 'terribly', 'written', 'character', 'tag', 'along', 'nothing', 'offer', 'actively', 'encouraged', 'she', 'portrayed', 'unconvincing', 'actress', 'would', 'better', 'suited', 'lightweight', 'teen', 'comedy', 'constant', 'omg', 'facial', 'expression', 'warrantedi', 'serious', 'doubt', 'longevity', 'studio', 'big', 'gun', 'phased']"
824,Fire whoever picked the music,"Whoever picked super bad hiphop/rap for this movie should leave the industry.

There are som great hiphop/rap that could haver worked a lot better if you had to pick that kind of music for this movie.

The asian scores obviously worked like they should.

Anyway movie had some nice moments thought all main asian female leads did a solid job,

Simu Liu didnt work for me as the main dude, a bit of meh .

With decent action scenes and solid humour scenes i gave it a 6.",whoever picked super bad hiphoprap movie leave industrythere som great hiphoprap could haver worked lot better pick kind music moviethe asian scores obviously worked like shouldanyway movie nice moments thought main asian female leads solid jobsimu liu didnt work main dude bit meh with decent action scenes solid humour scenes gave,"['whoever', 'picked', 'super', 'bad', 'hiphoprap', 'movie', 'leave', 'industrythere', 'som', 'great', 'hiphoprap', 'could', 'haver', 'worked', 'lot', 'better', 'pick', 'kind', 'music', 'moviethe', 'asian', 'scores', 'obviously', 'worked', 'like', 'shouldanyway', 'movie', 'nice', 'moments', 'thought', 'main', 'asian', 'female', 'leads', 'solid', 'jobsimu', 'liu', 'didnt', 'work', 'main', 'dude', 'bit', 'meh', 'with', 'decent', 'action', 'scenes', 'solid', 'humour', 'scenes', 'gave']","['whoever', 'pick', 'super', 'bad', 'hiphoprap', 'movi', 'leav', 'industryther', 'som', 'great', 'hiphoprap', 'could', 'haver', 'work', 'lot', 'better', 'pick', 'kind', 'music', 'movieth', 'asian', 'score', 'obvious', 'work', 'like', 'shouldanyway', 'movi', 'nice', 'moment', 'thought', 'main', 'asian', 'femal', 'lead', 'solid', 'jobsimu', 'liu', 'didnt', 'work', 'main', 'dude', 'bit', 'meh', 'with', 'decent', 'action', 'scene', 'solid', 'humour', 'scene', 'gave']","['whoever', 'picked', 'super', 'bad', 'hiphoprap', 'movie', 'leave', 'industrythere', 'som', 'great', 'hiphoprap', 'could', 'haver', 'worked', 'lot', 'better', 'pick', 'kind', 'music', 'moviethe', 'asian', 'score', 'obviously', 'worked', 'like', 'shouldanyway', 'movie', 'nice', 'moment', 'thought', 'main', 'asian', 'female', 'lead', 'solid', 'jobsimu', 'liu', 'didnt', 'work', 'main', 'dude', 'bit', 'meh', 'with', 'decent', 'action', 'scene', 'solid', 'humour', 'scene', 'gave']"
825,quite a disappointment,"I am surprised all those ""suspicious"" good review, i m falling asleep and can't even pay attention most of the time. Somehow the mandarin in the movie is weird, is like watching an incrediblely old chinese movie trying to hit international with a bunch of westerners in the movie. This is by far the worst of MCU movies... some of the chinese cast doesn't even speak Mandarin/English as mother language, the languages in the movies is quite irritating while they keep swapping in between both languages or may be marvel doesn't care the way they speak does effect the experience while the audience watch it. I guess the best scene is just the action part and the CG without anyone talking....",i surprised suspicious good review falling asleep cant even pay attention time somehow mandarin movie weird like watching incrediblely old chinese movie trying hit international bunch westerners movie this far worst mcu movies chinese cast doesnt even speak mandarinenglish mother language languages movies quite irritating keep swapping languages may marvel doesnt care way speak effect experience audience watch i guess best scene action part cg without anyone talking,"['i', 'surprised', 'suspicious', 'good', 'review', 'falling', 'asleep', 'cant', 'even', 'pay', 'attention', 'time', 'somehow', 'mandarin', 'movie', 'weird', 'like', 'watching', 'incrediblely', 'old', 'chinese', 'movie', 'trying', 'hit', 'international', 'bunch', 'westerners', 'movie', 'this', 'far', 'worst', 'mcu', 'movies', 'chinese', 'cast', 'doesnt', 'even', 'speak', 'mandarinenglish', 'mother', 'language', 'languages', 'movies', 'quite', 'irritating', 'keep', 'swapping', 'languages', 'may', 'marvel', 'doesnt', 'care', 'way', 'speak', 'effect', 'experience', 'audience', 'watch', 'i', 'guess', 'best', 'scene', 'action', 'part', 'cg', 'without', 'anyone', 'talking']","['i', 'surpris', 'suspici', 'good', 'review', 'fall', 'asleep', 'cant', 'even', 'pay', 'attent', 'time', 'somehow', 'mandarin', 'movi', 'weird', 'like', 'watch', 'incred', 'old', 'chines', 'movi', 'tri', 'hit', 'intern', 'bunch', 'western', 'movi', 'this', 'far', 'worst', 'mcu', 'movi', 'chines', 'cast', 'doesnt', 'even', 'speak', 'mandarinenglish', 'mother', 'languag', 'languag', 'movi', 'quit', 'irrit', 'keep', 'swap', 'languag', 'may', 'marvel', 'doesnt', 'care', 'way', 'speak', 'effect', 'experi', 'audienc', 'watch', 'i', 'guess', 'best', 'scene', 'action', 'part', 'cg', 'without', 'anyon', 'talk']","['i', 'surprised', 'suspicious', 'good', 'review', 'falling', 'asleep', 'cant', 'even', 'pay', 'attention', 'time', 'somehow', 'mandarin', 'movie', 'weird', 'like', 'watching', 'incrediblely', 'old', 'chinese', 'movie', 'trying', 'hit', 'international', 'bunch', 'westerner', 'movie', 'this', 'far', 'worst', 'mcu', 'movie', 'chinese', 'cast', 'doesnt', 'even', 'speak', 'mandarinenglish', 'mother', 'language', 'language', 'movie', 'quite', 'irritating', 'keep', 'swapping', 'language', 'may', 'marvel', 'doesnt', 'care', 'way', 'speak', 'effect', 'experience', 'audience', 'watch', 'i', 'guess', 'best', 'scene', 'action', 'part', 'cg', 'without', 'anyone', 'talking']"
826,"Average storyline, predictable, nothing creative","The storyline is predictable. There was nothing innovative or creative in the story.

The visual effects were very good but again nothing out of the ordinary based on similar such movies.

You can watch it for one time but nothing to leave you impressed.

The actors have done a great job but they were not backed by an engaging storyline.",the storyline predictable there nothing innovative creative storythe visual effects good nothing ordinary based similar moviesyou watch one time nothing leave impressedthe actors done great job backed engaging storyline,"['the', 'storyline', 'predictable', 'there', 'nothing', 'innovative', 'creative', 'storythe', 'visual', 'effects', 'good', 'nothing', 'ordinary', 'based', 'similar', 'moviesyou', 'watch', 'one', 'time', 'nothing', 'leave', 'impressedthe', 'actors', 'done', 'great', 'job', 'backed', 'engaging', 'storyline']","['the', 'storylin', 'predict', 'there', 'noth', 'innov', 'creativ', 'storyth', 'visual', 'effect', 'good', 'noth', 'ordinari', 'base', 'similar', 'moviesyou', 'watch', 'one', 'time', 'noth', 'leav', 'impressedth', 'actor', 'done', 'great', 'job', 'back', 'engag', 'storylin']","['the', 'storyline', 'predictable', 'there', 'nothing', 'innovative', 'creative', 'storythe', 'visual', 'effect', 'good', 'nothing', 'ordinary', 'based', 'similar', 'moviesyou', 'watch', 'one', 'time', 'nothing', 'leave', 'impressedthe', 'actor', 'done', 'great', 'job', 'backed', 'engaging', 'storyline']"
827,Marvel is becoming Apple now,"Marvel is becoming now Apple. No matter what you'll buy there products and have to say nicer even you can buy same kind of products somewhere else. Now this movie disappoints me so many places.

First of all storytelling, I don't know when the story start and where it goes. Somehow I felt It takes unnecessarily emotional point. I can't say I am fully disappoint There are Lot of good action scenes. Very good acting, very good VFX. The only missing is nice story, this story not convinced me properly. I can only give 5 out of 10 ratings but because Of marble franchise and I believe Their future that's the reason I give 6 out of 10 ratings.",marvel becoming apple no matter youll buy products say nicer even buy kind products somewhere else now movie disappoints many placesfirst storytelling i dont know story start goes somehow i felt it takes unnecessarily emotional point i cant say i fully disappoint there lot good action scenes very good acting good vfx the missing nice story story convinced properly i give ratings of marble franchise i believe their future thats reason i give ratings,"['marvel', 'becoming', 'apple', 'no', 'matter', 'youll', 'buy', 'products', 'say', 'nicer', 'even', 'buy', 'kind', 'products', 'somewhere', 'else', 'now', 'movie', 'disappoints', 'many', 'placesfirst', 'storytelling', 'i', 'dont', 'know', 'story', 'start', 'goes', 'somehow', 'i', 'felt', 'it', 'takes', 'unnecessarily', 'emotional', 'point', 'i', 'cant', 'say', 'i', 'fully', 'disappoint', 'there', 'lot', 'good', 'action', 'scenes', 'very', 'good', 'acting', 'good', 'vfx', 'the', 'missing', 'nice', 'story', 'story', 'convinced', 'properly', 'i', 'give', 'ratings', 'of', 'marble', 'franchise', 'i', 'believe', 'their', 'future', 'thats', 'reason', 'i', 'give', 'ratings']","['marvel', 'becom', 'appl', 'no', 'matter', 'youll', 'buy', 'product', 'say', 'nicer', 'even', 'buy', 'kind', 'product', 'somewher', 'els', 'now', 'movi', 'disappoint', 'mani', 'placesfirst', 'storytel', 'i', 'dont', 'know', 'stori', 'start', 'goe', 'somehow', 'i', 'felt', 'it', 'take', 'unnecessarili', 'emot', 'point', 'i', 'cant', 'say', 'i', 'fulli', 'disappoint', 'there', 'lot', 'good', 'action', 'scene', 'veri', 'good', 'act', 'good', 'vfx', 'the', 'miss', 'nice', 'stori', 'stori', 'convinc', 'proper', 'i', 'give', 'rate', 'of', 'marbl', 'franchis', 'i', 'believ', 'their', 'futur', 'that', 'reason', 'i', 'give', 'rate']","['marvel', 'becoming', 'apple', 'no', 'matter', 'youll', 'buy', 'product', 'say', 'nicer', 'even', 'buy', 'kind', 'product', 'somewhere', 'else', 'now', 'movie', 'disappoints', 'many', 'placesfirst', 'storytelling', 'i', 'dont', 'know', 'story', 'start', 'go', 'somehow', 'i', 'felt', 'it', 'take', 'unnecessarily', 'emotional', 'point', 'i', 'cant', 'say', 'i', 'fully', 'disappoint', 'there', 'lot', 'good', 'action', 'scene', 'very', 'good', 'acting', 'good', 'vfx', 'the', 'missing', 'nice', 'story', 'story', 'convinced', 'properly', 'i', 'give', 'rating', 'of', 'marble', 'franchise', 'i', 'believe', 'their', 'future', 'thats', 'reason', 'i', 'give', 'rating']"
828,Finally a Good Marvel movie,"Finally a Good Marvel movie. Was sick of nonsensical movies by Marvel and DC since long with dad jokes type of dialogues and no concrete storyline or material like Avatar. But I liked this one. Maybe Hollywood should make an Indian Avatar based movie, that would be exciting like some old Indian Gods mythology type of movie. As Bollywood really sux when it comes to making such movies, they're only good at making good biopics.",finally good marvel movie was sick nonsensical movies marvel dc since long dad jokes type dialogues concrete storyline material like avatar but i liked one maybe hollywood make indian avatar based movie would exciting like old indian gods mythology type movie as bollywood really sux comes making movies theyre good making good biopics,"['finally', 'good', 'marvel', 'movie', 'was', 'sick', 'nonsensical', 'movies', 'marvel', 'dc', 'since', 'long', 'dad', 'jokes', 'type', 'dialogues', 'concrete', 'storyline', 'material', 'like', 'avatar', 'but', 'i', 'liked', 'one', 'maybe', 'hollywood', 'make', 'indian', 'avatar', 'based', 'movie', 'would', 'exciting', 'like', 'old', 'indian', 'gods', 'mythology', 'type', 'movie', 'as', 'bollywood', 'really', 'sux', 'comes', 'making', 'movies', 'theyre', 'good', 'making', 'good', 'biopics']","['final', 'good', 'marvel', 'movi', 'was', 'sick', 'nonsens', 'movi', 'marvel', 'dc', 'sinc', 'long', 'dad', 'joke', 'type', 'dialogu', 'concret', 'storylin', 'materi', 'like', 'avatar', 'but', 'i', 'like', 'one', 'mayb', 'hollywood', 'make', 'indian', 'avatar', 'base', 'movi', 'would', 'excit', 'like', 'old', 'indian', 'god', 'mytholog', 'type', 'movi', 'as', 'bollywood', 'realli', 'sux', 'come', 'make', 'movi', 'theyr', 'good', 'make', 'good', 'biopic']","['finally', 'good', 'marvel', 'movie', 'wa', 'sick', 'nonsensical', 'movie', 'marvel', 'dc', 'since', 'long', 'dad', 'joke', 'type', 'dialogue', 'concrete', 'storyline', 'material', 'like', 'avatar', 'but', 'i', 'liked', 'one', 'maybe', 'hollywood', 'make', 'indian', 'avatar', 'based', 'movie', 'would', 'exciting', 'like', 'old', 'indian', 'god', 'mythology', 'type', 'movie', 'a', 'bollywood', 'really', 'sux', 'come', 'making', 'movie', 'theyre', 'good', 'making', 'good', 'biopics']"
829,Best mainstream movie of 2021,"This movie was all around amazing. The visuals were amazing, it was a very heartfelt story and Simu Liu's and Tony Leung's performances were truly extraordinary.

I didn't give it 10 stars because the final battle felt a little underwhelming in comparison to the rest of the movie (something I have noticed is a common theme in Marvel movies).

Would honestly give it a 9.5.",this movie around amazing the visuals amazing heartfelt story simu lius tony leungs performances truly extraordinaryi didnt give stars final battle felt little underwhelming comparison rest movie something i noticed common theme marvel movieswould honestly give,"['this', 'movie', 'around', 'amazing', 'the', 'visuals', 'amazing', 'heartfelt', 'story', 'simu', 'lius', 'tony', 'leungs', 'performances', 'truly', 'extraordinaryi', 'didnt', 'give', 'stars', 'final', 'battle', 'felt', 'little', 'underwhelming', 'comparison', 'rest', 'movie', 'something', 'i', 'noticed', 'common', 'theme', 'marvel', 'movieswould', 'honestly', 'give']","['this', 'movi', 'around', 'amaz', 'the', 'visual', 'amaz', 'heartfelt', 'stori', 'simu', 'lius', 'toni', 'leung', 'perform', 'truli', 'extraordinaryi', 'didnt', 'give', 'star', 'final', 'battl', 'felt', 'littl', 'underwhelm', 'comparison', 'rest', 'movi', 'someth', 'i', 'notic', 'common', 'theme', 'marvel', 'movieswould', 'honest', 'give']","['this', 'movie', 'around', 'amazing', 'the', 'visuals', 'amazing', 'heartfelt', 'story', 'simu', 'lius', 'tony', 'leungs', 'performance', 'truly', 'extraordinaryi', 'didnt', 'give', 'star', 'final', 'battle', 'felt', 'little', 'underwhelming', 'comparison', 'rest', 'movie', 'something', 'i', 'noticed', 'common', 'theme', 'marvel', 'movieswould', 'honestly', 'give']"
830,Not The Usual,Shang Chi is a breath of fresh air. Shang Chi truly shows us the beauty of Martial Arts. I couldn't take my eyes off the screen.,shang chi breath fresh air shang chi truly shows us beauty martial arts i couldnt take eyes screen,"['shang', 'chi', 'breath', 'fresh', 'air', 'shang', 'chi', 'truly', 'shows', 'us', 'beauty', 'martial', 'arts', 'i', 'couldnt', 'take', 'eyes', 'screen']","['shang', 'chi', 'breath', 'fresh', 'air', 'shang', 'chi', 'truli', 'show', 'us', 'beauti', 'martial', 'art', 'i', 'couldnt', 'take', 'eye', 'screen']","['shang', 'chi', 'breath', 'fresh', 'air', 'shang', 'chi', 'truly', 'show', 'u', 'beauty', 'martial', 'art', 'i', 'couldnt', 'take', 'eye', 'screen']"
831,Shang-Chi Review (9/11/2021),"This is the first movie to see in theaters since Covid-19 and let me tell you something, the movie is visually stunning and I mean the graphics, cinematography, and the colorful nature of Macau. The acting was great and had some heart (better in my opinion than Black widow) especially Simu Liu, Awkwafina, Meng'er Zhang, Tony Chiu-Wai Leung, and Michelle Yoeh. The soundtrack was very good. The film has some morals (something that I like to have in movies) like family and history protection, and the Asian issues in America. At the end, it's a very good movie to see in theaters with family. I give the movie 10/10.",this first movie see theaters since covid let tell something movie visually stunning i mean graphics cinematography colorful nature macau the acting great heart better opinion black widow especially simu liu awkwafina menger zhang tony chiuwai leung michelle yoeh the soundtrack good the film morals something i like movies like family history protection asian issues america at end good movie see theaters family i give movie,"['this', 'first', 'movie', 'see', 'theaters', 'since', 'covid', 'let', 'tell', 'something', 'movie', 'visually', 'stunning', 'i', 'mean', 'graphics', 'cinematography', 'colorful', 'nature', 'macau', 'the', 'acting', 'great', 'heart', 'better', 'opinion', 'black', 'widow', 'especially', 'simu', 'liu', 'awkwafina', 'menger', 'zhang', 'tony', 'chiuwai', 'leung', 'michelle', 'yoeh', 'the', 'soundtrack', 'good', 'the', 'film', 'morals', 'something', 'i', 'like', 'movies', 'like', 'family', 'history', 'protection', 'asian', 'issues', 'america', 'at', 'end', 'good', 'movie', 'see', 'theaters', 'family', 'i', 'give', 'movie']","['this', 'first', 'movi', 'see', 'theater', 'sinc', 'covid', 'let', 'tell', 'someth', 'movi', 'visual', 'stun', 'i', 'mean', 'graphic', 'cinematographi', 'color', 'natur', 'macau', 'the', 'act', 'great', 'heart', 'better', 'opinion', 'black', 'widow', 'especi', 'simu', 'liu', 'awkwafina', 'menger', 'zhang', 'toni', 'chiuwai', 'leung', 'michell', 'yoeh', 'the', 'soundtrack', 'good', 'the', 'film', 'moral', 'someth', 'i', 'like', 'movi', 'like', 'famili', 'histori', 'protect', 'asian', 'issu', 'america', 'at', 'end', 'good', 'movi', 'see', 'theater', 'famili', 'i', 'give', 'movi']","['this', 'first', 'movie', 'see', 'theater', 'since', 'covid', 'let', 'tell', 'something', 'movie', 'visually', 'stunning', 'i', 'mean', 'graphic', 'cinematography', 'colorful', 'nature', 'macau', 'the', 'acting', 'great', 'heart', 'better', 'opinion', 'black', 'widow', 'especially', 'simu', 'liu', 'awkwafina', 'menger', 'zhang', 'tony', 'chiuwai', 'leung', 'michelle', 'yoeh', 'the', 'soundtrack', 'good', 'the', 'film', 'moral', 'something', 'i', 'like', 'movie', 'like', 'family', 'history', 'protection', 'asian', 'issue', 'america', 'at', 'end', 'good', 'movie', 'see', 'theater', 'family', 'i', 'give', 'movie']"
832,Typical Marvel Film,First of all I have to say that the action sequences of this movie were great and it's cinematography was on point. The REAL Mandarin aka shang chi's father is easily the best marvel villain for me. Plus it was refreshing to see the ten rings in action. The story was good but I wish there were some changes in the script to make the movie more interesting as it got a bit slow in the second half. The climax was a bit dramatic. There were some moments which could have been better if the script was right. In the end as a marvel fan it's a great film but as a Superhero fan who isn't really into particular studio can find this movie an okayish one.,first i say action sequences movie great cinematography point the real mandarin aka shang chis father easily best marvel villain plus refreshing see ten rings action the story good i wish changes script make movie interesting got bit slow second half the climax bit dramatic there moments could better script right in end marvel fan great film superhero fan isnt really particular studio find movie okayish one,"['first', 'i', 'say', 'action', 'sequences', 'movie', 'great', 'cinematography', 'point', 'the', 'real', 'mandarin', 'aka', 'shang', 'chis', 'father', 'easily', 'best', 'marvel', 'villain', 'plus', 'refreshing', 'see', 'ten', 'rings', 'action', 'the', 'story', 'good', 'i', 'wish', 'changes', 'script', 'make', 'movie', 'interesting', 'got', 'bit', 'slow', 'second', 'half', 'the', 'climax', 'bit', 'dramatic', 'there', 'moments', 'could', 'better', 'script', 'right', 'in', 'end', 'marvel', 'fan', 'great', 'film', 'superhero', 'fan', 'isnt', 'really', 'particular', 'studio', 'find', 'movie', 'okayish', 'one']","['first', 'i', 'say', 'action', 'sequenc', 'movi', 'great', 'cinematographi', 'point', 'the', 'real', 'mandarin', 'aka', 'shang', 'chis', 'father', 'easili', 'best', 'marvel', 'villain', 'plus', 'refresh', 'see', 'ten', 'ring', 'action', 'the', 'stori', 'good', 'i', 'wish', 'chang', 'script', 'make', 'movi', 'interest', 'got', 'bit', 'slow', 'second', 'half', 'the', 'climax', 'bit', 'dramat', 'there', 'moment', 'could', 'better', 'script', 'right', 'in', 'end', 'marvel', 'fan', 'great', 'film', 'superhero', 'fan', 'isnt', 'realli', 'particular', 'studio', 'find', 'movi', 'okayish', 'one']","['first', 'i', 'say', 'action', 'sequence', 'movie', 'great', 'cinematography', 'point', 'the', 'real', 'mandarin', 'aka', 'shang', 'chi', 'father', 'easily', 'best', 'marvel', 'villain', 'plus', 'refreshing', 'see', 'ten', 'ring', 'action', 'the', 'story', 'good', 'i', 'wish', 'change', 'script', 'make', 'movie', 'interesting', 'got', 'bit', 'slow', 'second', 'half', 'the', 'climax', 'bit', 'dramatic', 'there', 'moment', 'could', 'better', 'script', 'right', 'in', 'end', 'marvel', 'fan', 'great', 'film', 'superhero', 'fan', 'isnt', 'really', 'particular', 'studio', 'find', 'movie', 'okayish', 'one']"
833,At least it looks stunning,"A movie with clear and crisp visuals that blends Chinese Kung Fu with CGI to perfection, but this seems to come at a cost of a weak and underdeveloped plot with misplaced priorities that prevents the audience from investing into the characters.",a movie clear crisp visuals blends chinese kung fu cgi perfection seems come cost weak underdeveloped plot misplaced priorities prevents audience investing characters,"['a', 'movie', 'clear', 'crisp', 'visuals', 'blends', 'chinese', 'kung', 'fu', 'cgi', 'perfection', 'seems', 'come', 'cost', 'weak', 'underdeveloped', 'plot', 'misplaced', 'priorities', 'prevents', 'audience', 'investing', 'characters']","['a', 'movi', 'clear', 'crisp', 'visual', 'blend', 'chines', 'kung', 'fu', 'cgi', 'perfect', 'seem', 'come', 'cost', 'weak', 'underdevelop', 'plot', 'misplac', 'prioriti', 'prevent', 'audienc', 'invest', 'charact']","['a', 'movie', 'clear', 'crisp', 'visuals', 'blend', 'chinese', 'kung', 'fu', 'cgi', 'perfection', 'seems', 'come', 'cost', 'weak', 'underdeveloped', 'plot', 'misplaced', 'priority', 'prevents', 'audience', 'investing', 'character']"
834,Such a visual treat,"This movie is by no mean nothing more special than a standard marvel movie. But where this story flawed the acting, villain, comedy and visual was amazing. Loved this movie and felt like something new, something fresh.",this movie mean nothing special standard marvel movie but story flawed acting villain comedy visual amazing loved movie felt like something new something fresh,"['this', 'movie', 'mean', 'nothing', 'special', 'standard', 'marvel', 'movie', 'but', 'story', 'flawed', 'acting', 'villain', 'comedy', 'visual', 'amazing', 'loved', 'movie', 'felt', 'like', 'something', 'new', 'something', 'fresh']","['this', 'movi', 'mean', 'noth', 'special', 'standard', 'marvel', 'movi', 'but', 'stori', 'flaw', 'act', 'villain', 'comedi', 'visual', 'amaz', 'love', 'movi', 'felt', 'like', 'someth', 'new', 'someth', 'fresh']","['this', 'movie', 'mean', 'nothing', 'special', 'standard', 'marvel', 'movie', 'but', 'story', 'flawed', 'acting', 'villain', 'comedy', 'visual', 'amazing', 'loved', 'movie', 'felt', 'like', 'something', 'new', 'something', 'fresh']"
835,A great addition to the MCU,"By far my favourite Marvel Movie of all time. Great story, great actors, great visuals and overall a great experience.

I just wish I had the ability to forget it all, only so I could watch it again not knowing the what will happen next.",by far favourite marvel movie time great story great actors great visuals overall great experiencei wish i ability forget i could watch knowing happen next,"['by', 'far', 'favourite', 'marvel', 'movie', 'time', 'great', 'story', 'great', 'actors', 'great', 'visuals', 'overall', 'great', 'experiencei', 'wish', 'i', 'ability', 'forget', 'i', 'could', 'watch', 'knowing', 'happen', 'next']","['by', 'far', 'favourit', 'marvel', 'movi', 'time', 'great', 'stori', 'great', 'actor', 'great', 'visual', 'overal', 'great', 'experiencei', 'wish', 'i', 'abil', 'forget', 'i', 'could', 'watch', 'know', 'happen', 'next']","['by', 'far', 'favourite', 'marvel', 'movie', 'time', 'great', 'story', 'great', 'actor', 'great', 'visuals', 'overall', 'great', 'experiencei', 'wish', 'i', 'ability', 'forget', 'i', 'could', 'watch', 'knowing', 'happen', 'next']"
836,Shang Chi review:Marvel's take on Chinese culture,"Plus: Tony Leung perfomance Action sequences Climax portion Chinese representation Emotional weight

Minus: Dull and routine start of first half Less intriguing scenes Hero portion not much elevated No proper backstory for 10 rings

Verdict:A decent watch for audience and visual treat for fans.....",plus tony leung perfomance action sequences climax portion chinese representation emotional weightminus dull routine start first half less intriguing scenes hero portion much elevated no proper backstory ringsverdicta decent watch audience visual treat fans,"['plus', 'tony', 'leung', 'perfomance', 'action', 'sequences', 'climax', 'portion', 'chinese', 'representation', 'emotional', 'weightminus', 'dull', 'routine', 'start', 'first', 'half', 'less', 'intriguing', 'scenes', 'hero', 'portion', 'much', 'elevated', 'no', 'proper', 'backstory', 'ringsverdicta', 'decent', 'watch', 'audience', 'visual', 'treat', 'fans']","['plus', 'toni', 'leung', 'perfom', 'action', 'sequenc', 'climax', 'portion', 'chines', 'represent', 'emot', 'weightminus', 'dull', 'routin', 'start', 'first', 'half', 'less', 'intrigu', 'scene', 'hero', 'portion', 'much', 'elev', 'no', 'proper', 'backstori', 'ringsverdicta', 'decent', 'watch', 'audienc', 'visual', 'treat', 'fan']","['plus', 'tony', 'leung', 'perfomance', 'action', 'sequence', 'climax', 'portion', 'chinese', 'representation', 'emotional', 'weightminus', 'dull', 'routine', 'start', 'first', 'half', 'le', 'intriguing', 'scene', 'hero', 'portion', 'much', 'elevated', 'no', 'proper', 'backstory', 'ringsverdicta', 'decent', 'watch', 'audience', 'visual', 'treat', 'fan']"
837,Supperrr CGI and Cinematography,This movie has it all nostalgia(Shaolin) + Ninjas+ Very good Graphics+ Comedy+ Action.,this movie nostalgiashaolin ninjas very good graphics comedy action,"['this', 'movie', 'nostalgiashaolin', 'ninjas', 'very', 'good', 'graphics', 'comedy', 'action']","['this', 'movi', 'nostalgiashaolin', 'ninja', 'veri', 'good', 'graphic', 'comedi', 'action']","['this', 'movie', 'nostalgiashaolin', 'ninja', 'very', 'good', 'graphic', 'comedy', 'action']"
